"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Who Took Public Transit to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranpt","TimeFrame","GeoVintage","Source","Location"
"Block Group","060816106023","CA","060816106023","=""060816106023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816107001","CA","060816107001","=""060816107001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816107002","CA","060816107002","=""060816107002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816107003","CA","060816107003","=""060816107003""","2.95","2019-2023","2022","Census","California (State)"
"Block Group","060816107004","CA","060816107004","=""060816107004""","1.87","2019-2023","2022","Census","California (State)"
"Block Group","060816108001","CA","060816108001","=""060816108001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816108002","CA","060816108002","=""060816108002""","17.39","2019-2023","2022","Census","California (State)"
"Block Group","060816108003","CA","060816108003","=""060816108003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816109011","CA","060816109011","=""060816109011""","9.92","2019-2023","2022","Census","California (State)"
"Block Group","060816109012","CA","060816109012","=""060816109012""","10.98","2019-2023","2022","Census","California (State)"
"Block Group","060816109021","CA","060816109021","=""060816109021""","2.83","2019-2023","2022","Census","California (State)"
"Block Group","060816109022","CA","060816109022","=""060816109022""","1.64","2019-2023","2022","Census","California (State)"
"Block Group","060816110001","CA","060816110001","=""060816110001""","2.13","2019-2023","2022","Census","California (State)"
"Block Group","060816110002","CA","060816110002","=""060816110002""","3.81","2019-2023","2022","Census","California (State)"
"Block Group","060816110003","CA","060816110003","=""060816110003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816110004","CA","060816110004","=""060816110004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816111001","CA","060816111001","=""060816111001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816111002","CA","060816111002","=""060816111002""","1.34","2019-2023","2022","Census","California (State)"
"Block Group","060816111003","CA","060816111003","=""060816111003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816112001","CA","060816112001","=""060816112001""","1.64","2019-2023","2022","Census","California (State)"
"Block Group","060816112002","CA","060816112002","=""060816112002""","2.02","2019-2023","2022","Census","California (State)"
"Block Group","060816113001","CA","060816113001","=""060816113001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816113002","CA","060816113002","=""060816113002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816113003","CA","060816113003","=""060816113003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816113004","CA","060816113004","=""060816113004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816114001","CA","060816114001","=""060816114001""","4.85","2019-2023","2022","Census","California (State)"
"Block Group","060816114002","CA","060816114002","=""060816114002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816114003","CA","060816114003","=""060816114003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816114004","CA","060816114004","=""060816114004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816115001","CA","060816115001","=""060816115001""","2.75","2019-2023","2022","Census","California (State)"
"Block Group","060816115002","CA","060816115002","=""060816115002""","3.23","2019-2023","2022","Census","California (State)"
"Block Group","060816115003","CA","060816115003","=""060816115003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816116001","CA","060816116001","=""060816116001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816116002","CA","060816116002","=""060816116002""","1.79","2019-2023","2022","Census","California (State)"
"Block Group","060816117001","CA","060816117001","=""060816117001""","1.13","2019-2023","2022","Census","California (State)"
"Block Group","060816117002","CA","060816117002","=""060816117002""","5.82","2019-2023","2022","Census","California (State)"
"Block Group","060816117003","CA","060816117003","=""060816117003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060816117004","CA","060816117004","=""060816117004""","2.13","2019-2023","2022","Census","California (State)"
"Block Group","060816118001","CA","060816118001","=""060816118001""","3.20","2019-2023","2022","Census","California (State)"
