"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","060379304003","CA","060379304003","=""060379304003""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060379800011","CA","060379800011","=""060379800011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800021","CA","060379800021","=""060379800021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800031","CA","060379800031","=""060379800031""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800041","CA","060379800041","=""060379800041""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800051","CA","060379800051","=""060379800051""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800061","CA","060379800061","=""060379800061""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800071","CA","060379800071","=""060379800071""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800081","CA","060379800081","=""060379800081""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800091","CA","060379800091","=""060379800091""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800101","CA","060379800101","=""060379800101""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800111","CA","060379800111","=""060379800111""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800121","CA","060379800121","=""060379800121""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800131","CA","060379800131","=""060379800131""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800141","CA","060379800141","=""060379800141""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800151","CA","060379800151","=""060379800151""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800161","CA","060379800161","=""060379800161""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060379800171","CA","060379800171","=""060379800171""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060379800181","CA","060379800181","=""060379800181""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800191","CA","060379800191","=""060379800191""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800201","CA","060379800201","=""060379800201""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800211","CA","060379800211","=""060379800211""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800221","CA","060379800221","=""060379800221""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800231","CA","060379800231","=""060379800231""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800241","CA","060379800241","=""060379800241""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800251","CA","060379800251","=""060379800251""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060379800261","CA","060379800261","=""060379800261""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800281","CA","060379800281","=""060379800281""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800301","CA","060379800301","=""060379800301""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800311","CA","060379800311","=""060379800311""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800331","CA","060379800331","=""060379800331""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800341","CA","060379800341","=""060379800341""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800351","CA","060379800351","=""060379800351""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060379800361","CA","060379800361","=""060379800361""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060379800371","CA","060379800371","=""060379800371""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800381","CA","060379800381","=""060379800381""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379800391","CA","060379800391","=""060379800391""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379901000","CA","060379901000","=""060379901000""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379902000","CA","060379902000","=""060379902000""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060379903000","CA","060379903000","=""060379903000""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001021","CA","060390001021","=""060390001021""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060390001022","CA","060390001022","=""060390001022""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001023","CA","060390001023","=""060390001023""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060390001024","CA","060390001024","=""060390001024""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390001025","CA","060390001025","=""060390001025""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390001031","CA","060390001031","=""060390001031""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001032","CA","060390001032","=""060390001032""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060390001033","CA","060390001033","=""060390001033""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060390001034","CA","060390001034","=""060390001034""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390001041","CA","060390001041","=""060390001041""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060390001042","CA","060390001042","=""060390001042""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001043","CA","060390001043","=""060390001043""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001044","CA","060390001044","=""060390001044""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001061","CA","060390001061","=""060390001061""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060390001062","CA","060390001062","=""060390001062""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001063","CA","060390001063","=""060390001063""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060390001091","CA","060390001091","=""060390001091""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390001092","CA","060390001092","=""060390001092""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060390001101","CA","060390001101","=""060390001101""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001102","CA","060390001102","=""060390001102""","3.1","2019-2023","2022","Census","California (State)"
"Block Group","060390001103","CA","060390001103","=""060390001103""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390001104","CA","060390001104","=""060390001104""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001111","CA","060390001111","=""060390001111""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390001112","CA","060390001112","=""060390001112""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060390002011","CA","060390002011","=""060390002011""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390002012","CA","060390002012","=""060390002012""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060390002031","CA","060390002031","=""060390002031""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390002032","CA","060390002032","=""060390002032""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390002041","CA","060390002041","=""060390002041""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060390002042","CA","060390002042","=""060390002042""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390002043","CA","060390002043","=""060390002043""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390003011","CA","060390003011","=""060390003011""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060390003012","CA","060390003012","=""060390003012""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060390003013","CA","060390003013","=""060390003013""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390003021","CA","060390003021","=""060390003021""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060390003022","CA","060390003022","=""060390003022""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060390003023","CA","060390003023","=""060390003023""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390003024","CA","060390003024","=""060390003024""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060390003025","CA","060390003025","=""060390003025""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060390005061","CA","060390005061","=""060390005061""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390005062","CA","060390005062","=""060390005062""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390005063","CA","060390005063","=""060390005063""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390005091","CA","060390005091","=""060390005091""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390005092","CA","060390005092","=""060390005092""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390005093","CA","060390005093","=""060390005093""","3.3","2019-2023","2022","Census","California (State)"
"Block Group","060390005094","CA","060390005094","=""060390005094""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060390005101","CA","060390005101","=""060390005101""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060390005102","CA","060390005102","=""060390005102""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390005111","CA","060390005111","=""060390005111""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060390005112","CA","060390005112","=""060390005112""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060390005113","CA","060390005113","=""060390005113""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060390005121","CA","060390005121","=""060390005121""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390005122","CA","060390005122","=""060390005122""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060390005131","CA","060390005131","=""060390005131""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390005132","CA","060390005132","=""060390005132""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060390005133","CA","060390005133","=""060390005133""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060390005141","CA","060390005141","=""060390005141""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390005142","CA","060390005142","=""060390005142""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390005143","CA","060390005143","=""060390005143""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390005144","CA","060390005144","=""060390005144""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060390005151","CA","060390005151","=""060390005151""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060390005152","CA","060390005152","=""060390005152""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390005161","CA","060390005161","=""060390005161""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390005171","CA","060390005171","=""060390005171""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060390005181","CA","060390005181","=""060390005181""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390005182","CA","060390005182","=""060390005182""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060390006021","CA","060390006021","=""060390006021""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060390006022","CA","060390006022","=""060390006022""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060390006023","CA","060390006023","=""060390006023""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390006031","CA","060390006031","=""060390006031""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060390006032","CA","060390006032","=""060390006032""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060390006033","CA","060390006033","=""060390006033""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390006041","CA","060390006041","=""060390006041""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390006042","CA","060390006042","=""060390006042""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060390006043","CA","060390006043","=""060390006043""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390007011","CA","060390007011","=""060390007011""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060390007012","CA","060390007012","=""060390007012""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390007021","CA","060390007021","=""060390007021""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060390007022","CA","060390007022","=""060390007022""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060390007023","CA","060390007023","=""060390007023""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390007024","CA","060390007024","=""060390007024""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060390008011","CA","060390008011","=""060390008011""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060390008012","CA","060390008012","=""060390008012""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060390008021","CA","060390008021","=""060390008021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390008022","CA","060390008022","=""060390008022""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060390008023","CA","060390008023","=""060390008023""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390008024","CA","060390008024","=""060390008024""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390009011","CA","060390009011","=""060390009011""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060390009012","CA","060390009012","=""060390009012""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060390009021","CA","060390009021","=""060390009021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060390009022","CA","060390009022","=""060390009022""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060390009031","CA","060390009031","=""060390009031""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060390009032","CA","060390009032","=""060390009032""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060390011001","CA","060390011001","=""060390011001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060390011002","CA","060390011002","=""060390011002""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060390011003","CA","060390011003","=""060390011003""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060390011004","CA","060390011004","=""060390011004""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060390011005","CA","060390011005","=""060390011005""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411011001","CA","060411011001","=""060411011001""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060411012001","CA","060411012001","=""060411012001""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060411021001","CA","060411021001","=""060411021001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411022021","CA","060411022021","=""060411022021""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060411022022","CA","060411022022","=""060411022022""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411022023","CA","060411022023","=""060411022023""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411022024","CA","060411022024","=""060411022024""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411022031","CA","060411022031","=""060411022031""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411022032","CA","060411022032","=""060411022032""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411022033","CA","060411022033","=""060411022033""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411031001","CA","060411031001","=""060411031001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411031002","CA","060411031002","=""060411031002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411031003","CA","060411031003","=""060411031003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411031004","CA","060411031004","=""060411031004""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060411032001","CA","060411032001","=""060411032001""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411032002","CA","060411032002","=""060411032002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411032003","CA","060411032003","=""060411032003""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060411032004","CA","060411032004","=""060411032004""","0.9","2019-2023","2022","Census","California (State)"
"Block Group","060411041021","CA","060411041021","=""060411041021""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411041022","CA","060411041022","=""060411041022""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411041023","CA","060411041023","=""060411041023""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411041031","CA","060411041031","=""060411041031""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411041032","CA","060411041032","=""060411041032""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411041041","CA","060411041041","=""060411041041""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411041042","CA","060411041042","=""060411041042""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411041043","CA","060411041043","=""060411041043""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411042001","CA","060411042001","=""060411042001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411042002","CA","060411042002","=""060411042002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411042003","CA","060411042003","=""060411042003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411043001","CA","060411043001","=""060411043001""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060411050011","CA","060411050011","=""060411050011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411050012","CA","060411050012","=""060411050012""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060411050013","CA","060411050013","=""060411050013""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411050014","CA","060411050014","=""060411050014""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060411050021","CA","060411050021","=""060411050021""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411050022","CA","060411050022","=""060411050022""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411060011","CA","060411060011","=""060411060011""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411060012","CA","060411060012","=""060411060012""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411060021","CA","060411060021","=""060411060021""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411060022","CA","060411060022","=""060411060022""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411060023","CA","060411060023","=""060411060023""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411070001","CA","060411070001","=""060411070001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411070002","CA","060411070002","=""060411070002""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060411070003","CA","060411070003","=""060411070003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411070004","CA","060411070004","=""060411070004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411070005","CA","060411070005","=""060411070005""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411081001","CA","060411081001","=""060411081001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411081002","CA","060411081002","=""060411081002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411081003","CA","060411081003","=""060411081003""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411081004","CA","060411081004","=""060411081004""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411082011","CA","060411082011","=""060411082011""","0.7","2019-2023","2022","Census","California (State)"
"Block Group","060411082012","CA","060411082012","=""060411082012""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411082021","CA","060411082021","=""060411082021""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411082022","CA","060411082022","=""060411082022""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411082023","CA","060411082023","=""060411082023""","0.9","2019-2023","2022","Census","California (State)"
"Block Group","060411090011","CA","060411090011","=""060411090011""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411090012","CA","060411090012","=""060411090012""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411090013","CA","060411090013","=""060411090013""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411090021","CA","060411090021","=""060411090021""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411090022","CA","060411090022","=""060411090022""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411090023","CA","060411090023","=""060411090023""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411101001","CA","060411101001","=""060411101001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411101002","CA","060411101002","=""060411101002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411101003","CA","060411101003","=""060411101003""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060411101004","CA","060411101004","=""060411101004""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411102001","CA","060411102001","=""060411102001""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060411102002","CA","060411102002","=""060411102002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411102003","CA","060411102003","=""060411102003""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411110011","CA","060411110011","=""060411110011""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060411110021","CA","060411110021","=""060411110021""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411110022","CA","060411110022","=""060411110022""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411110023","CA","060411110023","=""060411110023""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411121001","CA","060411121001","=""060411121001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411121002","CA","060411121002","=""060411121002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411121003","CA","060411121003","=""060411121003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411121004","CA","060411121004","=""060411121004""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411122021","CA","060411122021","=""060411122021""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411122022","CA","060411122022","=""060411122022""","0.7","2019-2023","2022","Census","California (State)"
"Block Group","060411122023","CA","060411122023","=""060411122023""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411122031","CA","060411122031","=""060411122031""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060411122032","CA","060411122032","=""060411122032""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411122041","CA","060411122041","=""060411122041""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411122042","CA","060411122042","=""060411122042""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060411130001","CA","060411130001","=""060411130001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411130002","CA","060411130002","=""060411130002""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411130003","CA","060411130003","=""060411130003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411141001","CA","060411141001","=""060411141001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411141002","CA","060411141002","=""060411141002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411141003","CA","060411141003","=""060411141003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411142001","CA","060411142001","=""060411142001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411142002","CA","060411142002","=""060411142002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411150001","CA","060411150001","=""060411150001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411150002","CA","060411150002","=""060411150002""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060411150003","CA","060411150003","=""060411150003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411150004","CA","060411150004","=""060411150004""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411160001","CA","060411160001","=""060411160001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411160002","CA","060411160002","=""060411160002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411170001","CA","060411170001","=""060411170001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411170002","CA","060411170002","=""060411170002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411170003","CA","060411170003","=""060411170003""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060411170004","CA","060411170004","=""060411170004""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411181001","CA","060411181001","=""060411181001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411181002","CA","060411181002","=""060411181002""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060411191001","CA","060411191001","=""060411191001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411191002","CA","060411191002","=""060411191002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411191003","CA","060411191003","=""060411191003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411191004","CA","060411191004","=""060411191004""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411191005","CA","060411191005","=""060411191005""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411192011","CA","060411192011","=""060411192011""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060411192012","CA","060411192012","=""060411192012""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411192021","CA","060411192021","=""060411192021""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411192022","CA","060411192022","=""060411192022""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060411200011","CA","060411200011","=""060411200011""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411200021","CA","060411200021","=""060411200021""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411200022","CA","060411200022","=""060411200022""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411200023","CA","060411200023","=""060411200023""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411200024","CA","060411200024","=""060411200024""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411211001","CA","060411211001","=""060411211001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411211002","CA","060411211002","=""060411211002""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411211003","CA","060411211003","=""060411211003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411211004","CA","060411211004","=""060411211004""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411211005","CA","060411211005","=""060411211005""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411212001","CA","060411212001","=""060411212001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411212002","CA","060411212002","=""060411212002""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411212003","CA","060411212003","=""060411212003""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411212004","CA","060411212004","=""060411212004""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411212005","CA","060411212005","=""060411212005""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411220001","CA","060411220001","=""060411220001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411230001","CA","060411230001","=""060411230001""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411230002","CA","060411230002","=""060411230002""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060411241001","CA","060411241001","=""060411241001""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411241002","CA","060411241002","=""060411241002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411241003","CA","060411241003","=""060411241003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411241004","CA","060411241004","=""060411241004""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411241005","CA","060411241005","=""060411241005""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411242001","CA","060411242001","=""060411242001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060411242002","CA","060411242002","=""060411242002""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060411242003","CA","060411242003","=""060411242003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060411242004","CA","060411242004","=""060411242004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060411250001","CA","060411250001","=""060411250001""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060411250002","CA","060411250002","=""060411250002""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060411250003","CA","060411250003","=""060411250003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411261001","CA","060411261001","=""060411261001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060411261002","CA","060411261002","=""060411261002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060411261003","CA","060411261003","=""060411261003""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060411261004","CA","060411261004","=""060411261004""","N/A","2019-2023","2022","Census","California (State)"
