"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","040133194033","AZ","040133194033","=""040133194033""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133194034","AZ","040133194034","=""040133194034""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133194041","AZ","040133194041","=""040133194041""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133194042","AZ","040133194042","=""040133194042""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133195001","AZ","040133195001","=""040133195001""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133195002","AZ","040133195002","=""040133195002""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133195003","AZ","040133195003","=""040133195003""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133195004","AZ","040133195004","=""040133195004""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133196001","AZ","040133196001","=""040133196001""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133196002","AZ","040133196002","=""040133196002""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133196003","AZ","040133196003","=""040133196003""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133196004","AZ","040133196004","=""040133196004""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197051","AZ","040133197051","=""040133197051""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197052","AZ","040133197052","=""040133197052""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197053","AZ","040133197053","=""040133197053""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197061","AZ","040133197061","=""040133197061""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197062","AZ","040133197062","=""040133197062""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197063","AZ","040133197063","=""040133197063""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197071","AZ","040133197071","=""040133197071""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197081","AZ","040133197081","=""040133197081""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197082","AZ","040133197082","=""040133197082""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197083","AZ","040133197083","=""040133197083""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197091","AZ","040133197091","=""040133197091""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133197101","AZ","040133197101","=""040133197101""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133198011","AZ","040133198011","=""040133198011""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133198012","AZ","040133198012","=""040133198012""","0.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133198013","AZ","040133198013","=""040133198013""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133198021","AZ","040133198021","=""040133198021""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133198022","AZ","040133198022","=""040133198022""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133198023","AZ","040133198023","=""040133198023""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199021","AZ","040133199021","=""040133199021""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199022","AZ","040133199022","=""040133199022""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199031","AZ","040133199031","=""040133199031""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199032","AZ","040133199032","=""040133199032""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199033","AZ","040133199033","=""040133199033""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199034","AZ","040133199034","=""040133199034""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199041","AZ","040133199041","=""040133199041""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199042","AZ","040133199042","=""040133199042""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199043","AZ","040133199043","=""040133199043""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199051","AZ","040133199051","=""040133199051""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199052","AZ","040133199052","=""040133199052""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199053","AZ","040133199053","=""040133199053""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199054","AZ","040133199054","=""040133199054""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199061","AZ","040133199061","=""040133199061""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199062","AZ","040133199062","=""040133199062""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199071","AZ","040133199071","=""040133199071""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199072","AZ","040133199072","=""040133199072""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199081","AZ","040133199081","=""040133199081""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199091","AZ","040133199091","=""040133199091""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199101","AZ","040133199101","=""040133199101""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199102","AZ","040133199102","=""040133199102""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133199103","AZ","040133199103","=""040133199103""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200011","AZ","040133200011","=""040133200011""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200012","AZ","040133200012","=""040133200012""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200013","AZ","040133200013","=""040133200013""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200014","AZ","040133200014","=""040133200014""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200015","AZ","040133200015","=""040133200015""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200021","AZ","040133200021","=""040133200021""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200022","AZ","040133200022","=""040133200022""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200023","AZ","040133200023","=""040133200023""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200024","AZ","040133200024","=""040133200024""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200071","AZ","040133200071","=""040133200071""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200072","AZ","040133200072","=""040133200072""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200073","AZ","040133200073","=""040133200073""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133200074","AZ","040133200074","=""040133200074""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133201001","AZ","040133201001","=""040133201001""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040133201002","AZ","040133201002","=""040133201002""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201041","AZ","040134201041","=""040134201041""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201042","AZ","040134201042","=""040134201042""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201043","AZ","040134201043","=""040134201043""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201051","AZ","040134201051","=""040134201051""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201052","AZ","040134201052","=""040134201052""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201053","AZ","040134201053","=""040134201053""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201054","AZ","040134201054","=""040134201054""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201071","AZ","040134201071","=""040134201071""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201072","AZ","040134201072","=""040134201072""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201073","AZ","040134201073","=""040134201073""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201081","AZ","040134201081","=""040134201081""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201091","AZ","040134201091","=""040134201091""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201092","AZ","040134201092","=""040134201092""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201093","AZ","040134201093","=""040134201093""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201101","AZ","040134201101","=""040134201101""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201102","AZ","040134201102","=""040134201102""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201111","AZ","040134201111","=""040134201111""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201112","AZ","040134201112","=""040134201112""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201113","AZ","040134201113","=""040134201113""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201121","AZ","040134201121","=""040134201121""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201122","AZ","040134201122","=""040134201122""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201131","AZ","040134201131","=""040134201131""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201132","AZ","040134201132","=""040134201132""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201141","AZ","040134201141","=""040134201141""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201142","AZ","040134201142","=""040134201142""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201143","AZ","040134201143","=""040134201143""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201144","AZ","040134201144","=""040134201144""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201151","AZ","040134201151","=""040134201151""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201152","AZ","040134201152","=""040134201152""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201153","AZ","040134201153","=""040134201153""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201161","AZ","040134201161","=""040134201161""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201162","AZ","040134201162","=""040134201162""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134201163","AZ","040134201163","=""040134201163""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202021","AZ","040134202021","=""040134202021""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202022","AZ","040134202022","=""040134202022""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202023","AZ","040134202023","=""040134202023""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202061","AZ","040134202061","=""040134202061""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202062","AZ","040134202062","=""040134202062""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202063","AZ","040134202063","=""040134202063""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202071","AZ","040134202071","=""040134202071""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202072","AZ","040134202072","=""040134202072""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202081","AZ","040134202081","=""040134202081""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202082","AZ","040134202082","=""040134202082""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202083","AZ","040134202083","=""040134202083""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202091","AZ","040134202091","=""040134202091""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202092","AZ","040134202092","=""040134202092""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202093","AZ","040134202093","=""040134202093""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202101","AZ","040134202101","=""040134202101""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202102","AZ","040134202102","=""040134202102""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202103","AZ","040134202103","=""040134202103""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202104","AZ","040134202104","=""040134202104""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202111","AZ","040134202111","=""040134202111""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202112","AZ","040134202112","=""040134202112""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202121","AZ","040134202121","=""040134202121""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202122","AZ","040134202122","=""040134202122""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202131","AZ","040134202131","=""040134202131""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202141","AZ","040134202141","=""040134202141""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202142","AZ","040134202142","=""040134202142""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202143","AZ","040134202143","=""040134202143""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202144","AZ","040134202144","=""040134202144""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202151","AZ","040134202151","=""040134202151""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202161","AZ","040134202161","=""040134202161""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202162","AZ","040134202162","=""040134202162""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134202163","AZ","040134202163","=""040134202163""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134203011","AZ","040134203011","=""040134203011""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134203021","AZ","040134203021","=""040134203021""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134203022","AZ","040134203022","=""040134203022""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134203023","AZ","040134203023","=""040134203023""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134203031","AZ","040134203031","=""040134203031""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134203032","AZ","040134203032","=""040134203032""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134203041","AZ","040134203041","=""040134203041""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134204011","AZ","040134204011","=""040134204011""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134204012","AZ","040134204012","=""040134204012""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134204013","AZ","040134204013","=""040134204013""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134204021","AZ","040134204021","=""040134204021""","3.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134204022","AZ","040134204022","=""040134204022""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134204023","AZ","040134204023","=""040134204023""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134204024","AZ","040134204024","=""040134204024""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205031","AZ","040134205031","=""040134205031""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205032","AZ","040134205032","=""040134205032""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205041","AZ","040134205041","=""040134205041""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205042","AZ","040134205042","=""040134205042""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205051","AZ","040134205051","=""040134205051""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205052","AZ","040134205052","=""040134205052""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205061","AZ","040134205061","=""040134205061""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134205062","AZ","040134205062","=""040134205062""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134206021","AZ","040134206021","=""040134206021""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134206022","AZ","040134206022","=""040134206022""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134206023","AZ","040134206023","=""040134206023""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134206031","AZ","040134206031","=""040134206031""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134206032","AZ","040134206032","=""040134206032""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134206041","AZ","040134206041","=""040134206041""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134206042","AZ","040134206042","=""040134206042""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207041","AZ","040134207041","=""040134207041""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207042","AZ","040134207042","=""040134207042""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207043","AZ","040134207043","=""040134207043""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207051","AZ","040134207051","=""040134207051""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207052","AZ","040134207052","=""040134207052""","3.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207061","AZ","040134207061","=""040134207061""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207062","AZ","040134207062","=""040134207062""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207063","AZ","040134207063","=""040134207063""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207071","AZ","040134207071","=""040134207071""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207072","AZ","040134207072","=""040134207072""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207081","AZ","040134207081","=""040134207081""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207082","AZ","040134207082","=""040134207082""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207083","AZ","040134207083","=""040134207083""","0.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207091","AZ","040134207091","=""040134207091""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207092","AZ","040134207092","=""040134207092""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207093","AZ","040134207093","=""040134207093""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207101","AZ","040134207101","=""040134207101""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207102","AZ","040134207102","=""040134207102""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134207103","AZ","040134207103","=""040134207103""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134208001","AZ","040134208001","=""040134208001""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134208002","AZ","040134208002","=""040134208002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134208003","AZ","040134208003","=""040134208003""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134208004","AZ","040134208004","=""040134208004""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134209011","AZ","040134209011","=""040134209011""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134209012","AZ","040134209012","=""040134209012""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134209021","AZ","040134209021","=""040134209021""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134209022","AZ","040134209022","=""040134209022""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134210011","AZ","040134210011","=""040134210011""","0.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134210012","AZ","040134210012","=""040134210012""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134210021","AZ","040134210021","=""040134210021""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134210022","AZ","040134210022","=""040134210022""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211011","AZ","040134211011","=""040134211011""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211012","AZ","040134211012","=""040134211012""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211013","AZ","040134211013","=""040134211013""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211021","AZ","040134211021","=""040134211021""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211022","AZ","040134211022","=""040134211022""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211023","AZ","040134211023","=""040134211023""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211024","AZ","040134211024","=""040134211024""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134211025","AZ","040134211025","=""040134211025""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134212011","AZ","040134212011","=""040134212011""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134212012","AZ","040134212012","=""040134212012""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134212013","AZ","040134212013","=""040134212013""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134212021","AZ","040134212021","=""040134212021""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134212022","AZ","040134212022","=""040134212022""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134212023","AZ","040134212023","=""040134212023""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213021","AZ","040134213021","=""040134213021""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213022","AZ","040134213022","=""040134213022""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213023","AZ","040134213023","=""040134213023""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213024","AZ","040134213024","=""040134213024""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213025","AZ","040134213025","=""040134213025""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213031","AZ","040134213031","=""040134213031""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213032","AZ","040134213032","=""040134213032""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213033","AZ","040134213033","=""040134213033""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213041","AZ","040134213041","=""040134213041""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134213042","AZ","040134213042","=""040134213042""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134214001","AZ","040134214001","=""040134214001""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134214002","AZ","040134214002","=""040134214002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134214003","AZ","040134214003","=""040134214003""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134214004","AZ","040134214004","=""040134214004""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134215011","AZ","040134215011","=""040134215011""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134215012","AZ","040134215012","=""040134215012""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134215013","AZ","040134215013","=""040134215013""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134215021","AZ","040134215021","=""040134215021""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134215022","AZ","040134215022","=""040134215022""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134216011","AZ","040134216011","=""040134216011""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134216012","AZ","040134216012","=""040134216012""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134216021","AZ","040134216021","=""040134216021""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134216022","AZ","040134216022","=""040134216022""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134216023","AZ","040134216023","=""040134216023""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134217011","AZ","040134217011","=""040134217011""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134217012","AZ","040134217012","=""040134217012""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134217013","AZ","040134217013","=""040134217013""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134217021","AZ","040134217021","=""040134217021""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134217022","AZ","040134217022","=""040134217022""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134217023","AZ","040134217023","=""040134217023""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134218011","AZ","040134218011","=""040134218011""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134218012","AZ","040134218012","=""040134218012""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134218021","AZ","040134218021","=""040134218021""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134218022","AZ","040134218022","=""040134218022""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134218023","AZ","040134218023","=""040134218023""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134219011","AZ","040134219011","=""040134219011""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134219012","AZ","040134219012","=""040134219012""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134219021","AZ","040134219021","=""040134219021""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134219022","AZ","040134219022","=""040134219022""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134219023","AZ","040134219023","=""040134219023""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134219024","AZ","040134219024","=""040134219024""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134220011","AZ","040134220011","=""040134220011""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134220012","AZ","040134220012","=""040134220012""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134220021","AZ","040134220021","=""040134220021""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134220022","AZ","040134220022","=""040134220022""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134220023","AZ","040134220023","=""040134220023""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221021","AZ","040134221021","=""040134221021""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221022","AZ","040134221022","=""040134221022""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221023","AZ","040134221023","=""040134221023""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221031","AZ","040134221031","=""040134221031""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221032","AZ","040134221032","=""040134221032""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221033","AZ","040134221033","=""040134221033""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221041","AZ","040134221041","=""040134221041""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221042","AZ","040134221042","=""040134221042""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221043","AZ","040134221043","=""040134221043""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221044","AZ","040134221044","=""040134221044""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040134221045","AZ","040134221045","=""040134221045""","1.6","2019-2023","2021","Census","Arizona (State)"
